title,description,published date,url,publisher,date
Google Doodle honors Mexican composer María Grever - HOLA! USA,Google Doodle honors Mexican composer María Grever  HOLA! USA,"Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LmhvbGEuY29tL3VzL2NlbGVicml0aWVzLzIwMjEwMjExZnZzYWJ1aXByYy9nb29nbGUtZG9vZGxlLWhvbm9ycy1vZi1tYXJpYS1ncmV2ZXIv0gFnaHR0cHM6Ly93d3cuaG9sYS5jb20vdXMvY2VsZWJyaXRpZXMvMjAyMTAyMTFmdnNhYnVpcHJjL2dvb2dsZS1kb29kbGUtaG9ub3JzLW9mLW1hcmlhLWdyZXZlci8_dmlld2FzPWFtcA?oc=5,"{'href': 'https://www.hola.com', 'title': 'HOLA! USA'}",2021-02-11
Why Google Threatened to Pull Out of Australia - Business Insider,Why Google Threatened to Pull Out of Australia  Business Insider,"Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vZ29vZ2xlLWF1c3RyYWxpYS1sYXctY29kZS1uZXdzLXRlY2hub2xvZ3ktMjAyMS0y0gEA?oc=5,"{'href': 'https://www.businessinsider.com', 'title': 'Business Insider'}",2021-02-11
Subdomains vs. Subfolders: Which Is Better for SEO & Why? - Search Engine Journal,Subdomains vs. Subfolders: Which Is Better for SEO & Why?  Search Engine Journal,"Fri, 12 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vd3d3LnNlYXJjaGVuZ2luZWpvdXJuYWwuY29tL3N1YmRvbWFpbnMtdnMtc3ViZm9sZGVycy1zZW8vMjM5Nzk1L9IBAA?oc=5,"{'href': 'https://www.searchenginejournal.com', 'title': 'Search Engine Journal'}",2021-02-11
Google Search dark theme mode expands but search ads are hard to distinguish - Search Engine Land,Google Search dark theme mode expands but search ads are hard to distinguish  Search Engine Land,"Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vc2VhcmNoZW5naW5lbGFuZC5jb20vZ29vZ2xlLXNlYXJjaC1kYXJrLXRoZW1lLW1vZGUtZXhwYW5kcy1idXQtc2VhcmNoLWFkcy1hcmUtaGFyZC10by1kaXN0aW5ndWlzaC0zNDYwMTbSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://searchengineland.com', 'title': 'Search Engine Land'}",2021-02-11
A Google Ads setting allowed advertisers to exclude people of 'unknown gender' - Search Engine Land,A Google Ads setting allowed advertisers to exclude people of 'unknown gender'  Search Engine Land,"Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMicGh0dHBzOi8vc2VhcmNoZW5naW5lbGFuZC5jb20vYS1nb29nbGUtYWRzLXNldHRpbmctYWxsb3dlZC1hZHZlcnRpc2Vycy10by1leGNsdWRlLXBlb3BsZS1vZi11bmtub3duLWdlbmRlci0zNDYwNDXSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://searchengineland.com', 'title': 'Search Engine Land'}",2021-02-11
iOS 14.5 Beta Directs 'Safe Browsing' Traffic in Safari Through Apple Server Instead of Google to Protect Personal User ... - MacRumors,iOS 14.5 Beta Directs 'Safe Browsing' Traffic in Safari Through Apple Server Instead of Google to Protect Personal User ...  MacRumors,"Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3Lm1hY3J1bW9ycy5jb20vMjAyMS8wMi8xMS9pb3MtMTQtNS1iZXRhLXNhZmUtYnJvd3Npbmctc2FmYXJpLWFwcGxlLWdvb2dsZS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.macrumors.com', 'title': 'MacRumors'}",2021-02-11
"What is Google TV? Apps, features, compatible TVs, everything you need to know - What Hi-Fi?","What is Google TV? Apps, features, compatible TVs, everything you need to know  What Hi-Fi?","Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LndoYXRoaWZpLmNvbS9hZHZpY2Uvd2hhdC1pcy1nb29nbGUtdHYtYXBwcy1mZWF0dXJlcy1jb21wYXRpYmxlLXR2cy1ldmVyeXRoaW5nLXlvdS1uZWVkLXRvLWtub3fSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.whathifi.com', 'title': 'What Hi-Fi?'}",2021-02-11
Exclusive: Google's $76 million deal with French publishers leaves many outlets infuriated - Reuters,Exclusive: Google's $76 million deal with French publishers leaves many outlets infuriated  Reuters,"Fri, 12 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiqgFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9hcnRpY2xlL3VzLWdvb2dsZS1mcmFuY2UtY29weXJpZ2h0LWV4Y2x1c2l2ZS9leGNsdXNpdmUtZ29vZ2xlcy03Ni1taWxsaW9uLWRlYWwtd2l0aC1mcmVuY2gtcHVibGlzaGVycy1sZWF2ZXMtbWFueS1vdXRsZXRzLWluZnVyaWF0ZWQtaWRVU0tCTjJBQzI3TtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.reuters.com', 'title': 'Reuters'}",2021-02-11
Google Photos gets new paywalled editing features for Google One subscribers - The Verge,Google Photos gets new paywalled editing features for Google One subscribers  The Verge,"Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIxLzIvMTEvMjIyNzgxNDkvZ29vZ2xlLXBob3Rvcy1waXhlbC1wYXl3YWxsLWVkaXRpbmctZmVhdHVyZXMtb25lLXN1YnNjcmliZXJz0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theverge.com', 'title': 'The Verge'}",2021-02-11
Google My Business adds messaging to desktop interface - Search Engine Land,Google My Business adds messaging to desktop interface  Search Engine Land,"Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vc2VhcmNoZW5naW5lbGFuZC5jb20vZ29vZ2xlLW15LWJ1c2luZXNzLWFkZHMtbWVzc2FnaW5nLXRvLWRlc2t0b3AtaW50ZXJmYWNlLTM0NjA3MNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://searchengineland.com', 'title': 'Search Engine Land'}",2021-02-11
U of M announces NXT GEN MED: A groundbreaking partnership to re-envision health care education with support ... - UMN News,U of M announces NXT GEN MED: A groundbreaking partnership to re-envision health care education with support ...  UMN News,"Fri, 12 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vdHdpbi1jaXRpZXMudW1uLmVkdS9uZXdzLWV2ZW50cy91LW0tYW5ub3VuY2VzLW54dC1nZW4tbWVkLWdyb3VuZGJyZWFraW5nLXBhcnRuZXJzaGlwLXJlLWVudmlzaW9uLWhlYWx0aC1jYXJlLWVkdWNhdGlvbtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://twin-cities.umn.edu', 'title': 'UMN News'}",2021-02-11
Google Chrome's Justin Schuh on Privacy Sandbox developments - Business Insider,Google Chrome's Justin Schuh on Privacy Sandbox developments  Business Insider,"Fri, 12 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vZ29vZ2xlLWNocm9tZS1lbmdpbmVlcmluZy1kaXJlY3Rvci1qdXN0aW4tc2NodWgtcHJpdmFjeS1zYW5kYm94LTIwMjEtMtIBamh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vZ29vZ2xlLWNocm9tZS1lbmdpbmVlcmluZy1kaXJlY3Rvci1qdXN0aW4tc2NodWgtcHJpdmFjeS1zYW5kYm94LTIwMjEtMj9hbXA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.businessinsider.com', 'title': 'Business Insider'}",2021-02-11
"Microsoft: U.S. should consider Aussie law vexing Facebook, Google - Axios","Microsoft: U.S. should consider Aussie law vexing Facebook, Google  Axios","Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiX2h0dHBzOi8vd3d3LmF4aW9zLmNvbS8yMDIxLzAyLzExL21pY3Jvc29mdC11cy1zaG91bGQtY29uc2lkZXItYXVzc2llLWxhdy12ZXhpbmctZmFjZWJvb2stZ29vZ2xl0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.axios.com', 'title': 'Axios'}",2021-02-11
"How to Quiet the Megaphones of Facebook, Google and Twitter - The Wall Street Journal","How to Quiet the Megaphones of Facebook, Google and Twitter  The Wall Street Journal","Fri, 12 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvaG93LXRvLXF1aWV0LXRoZS1tZWdhcGhvbmVzLW9mLWZhY2Vib29rLWdvb2dsZS1hbmQtdHdpdHRlci0xMTYxMzA2ODg1NtIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wsj.com', 'title': 'The Wall Street Journal'}",2021-02-11
An SEO Guide to Google Advanced Search Operators - Search Engine Journal,An SEO Guide to Google Advanced Search Operators  Search Engine Journal,"Fri, 12 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LnNlYXJjaGVuZ2luZWpvdXJuYWwuY29tL2dvb2dsZS1zZWFyY2gtb3BlcmF0b3JzLWNvbW1hbmRzLzIxNTMzMS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.searchenginejournal.com', 'title': 'Search Engine Journal'}",2021-02-11
Google Celebrates Iconic Mexican Composer María Grever With a Doodle - Billboard,Google Celebrates Iconic Mexican Composer María Grever With a Doodle  Billboard,"Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LmJpbGxib2FyZC5jb20vbXVzaWMvbGF0aW4vbWFyaWEtZ3JldmVyLWdvb2dsZS1kb29kbGUtOTUyNDg3OC_SAU1odHRwczovL3d3dy5iaWxsYm9hcmQuY29tL211c2ljL2xhdGluL21hcmlhLWdyZXZlci1nb29nbGUtZG9vZGxlLTk1MjQ4NzgvYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.billboard.com', 'title': 'Billboard'}",2021-02-11
Google adds alias email addresses to Gmail search - TechTarget,Google adds alias email addresses to Gmail search  TechTarget,"Fri, 12 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LnRlY2h0YXJnZXQuY29tL3NlYXJjaGVudGVycHJpc2VkZXNrdG9wL25ld3MvMjUyNDk2Mjk1L0dvb2dsZS1hZGRzLWFsaWFzLWVtYWlsLWFkZHJlc3Nlcy10by1HbWFpbC1zZWFyY2jSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.techtarget.com', 'title': 'TechTarget'}",2021-02-11
Google Ads Lead Form Now Triggers On Headline Click - Search Engine Roundtable,Google Ads Lead Form Now Triggers On Headline Click  Search Engine Roundtable,"Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vd3d3LnNlcm91bmR0YWJsZS5jb20vZ29vZ2xlLWFkcy1sZWFkLWZvcm0taGVhZGxpbmUtY2xpY2stMzA5MTIuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.seroundtable.com', 'title': 'Search Engine Roundtable'}",2021-02-11
Google flags its iOS apps as “out of date” after two months of neglect - Ars Technica,Google flags its iOS apps as “out of date” after two months of neglect  Ars Technica,"Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAyMS8wMi9nb29nbGUtZmxhZ3MtaXRzLWlvcy1hcHBzLWFzLW91dC1vZi1kYXRlLWFmdGVyLXR3by1tb250aHMtb2YtbmVnbGVjdC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://arstechnica.com', 'title': 'Ars Technica'}",2021-02-11
"Google, Microsoft, Qualcomm Protest Nvidia's Acquisition of Arm Ltd. - Bloomberg","Google, Microsoft, Qualcomm Protest Nvidia's Acquisition of Arm Ltd.  Bloomberg","Fri, 12 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIxLTAyLTEyL2dvb2dsZS1taWNyb3NvZnQtcXVhbGNvbW0tcHJvdGVzdC1udmlkaWEtcy1hcm0tYWNxdWlzaXRpb27SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",2021-02-11
Apple puts additional walls between your browsing data and Google on iOS 14.5 - Yahoo Finance,Apple puts additional walls between your browsing data and Google on iOS 14.5  Yahoo Finance,"Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9pb3MtMTQtNS1zYWZhcmktc2FmZS1icm93c2luZy0xNzM4MzY2OTUuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",2021-02-11
"Google apps on iOS telling you they're outdated? Don't worry, it's a bug. - Mashable","Google apps on iOS telling you they're outdated? Don't worry, it's a bug.  Mashable","Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vbWFzaGFibGUuY29tL2FydGljbGUvZ29vZ2xlLWFwcHMtaW9zLW91dC1vZi1kYXRlLW5vdGljZdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://mashable.com', 'title': 'Mashable'}",2021-02-11
Expedia Pulls Vrbo Rental Listings From Google to Drive More Direct Traffic - Skift Travel News,Expedia Pulls Vrbo Rental Listings From Google to Drive More Direct Traffic  Skift Travel News,"Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vc2tpZnQuY29tLzIwMjEvMDIvMTEvZXhwZWRpYS1wdWxscy12cmJvLXJlbnRhbC1saXN0aW5ncy1mcm9tLWdvb2dsZS10by1kcml2ZS1tb3JlLWRpcmVjdC10cmFmZmljL9IBbWh0dHBzOi8vc2tpZnQuY29tLzIwMjEvMDIvMTEvZXhwZWRpYS1wdWxscy12cmJvLXJlbnRhbC1saXN0aW5ncy1mcm9tLWdvb2dsZS10by1kcml2ZS1tb3JlLWRpcmVjdC10cmFmZmljL2FtcC8?oc=5,"{'href': 'https://skift.com', 'title': 'Skift Travel News'}",2021-02-11
How to sign out of Google account on Android: Check here - India Today,How to sign out of Google account on Android: Check here  India Today,"Fri, 12 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmluZGlhdG9kYXkuaW4vaW5mb3JtYXRpb24vc3RvcnkvaG93LXRvLXNpZ24tb3V0LW9mLWdvb2dsZS1hY2NvdW50LW9uLWFuZHJvaWQtMTc2ODY1Ny0yMDIxLTAyLTEy0gFvaHR0cHM6Ly93d3cuaW5kaWF0b2RheS5pbi9hbXAvaW5mb3JtYXRpb24vc3RvcnkvaG93LXRvLXNpZ24tb3V0LW9mLWdvb2dsZS1hY2NvdW50LW9uLWFuZHJvaWQtMTc2ODY1Ny0yMDIxLTAyLTEy?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.indiatoday.in', 'title': 'India Today'}",2021-02-11
Google Meet adds dedicated IP addresses for non-Workspace user traffic - Chrome Unboxed,Google Meet adds dedicated IP addresses for non-Workspace user traffic  Chrome Unboxed,"Fri, 12 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vY2hyb21ldW5ib3hlZC5jb20vZ29vZ2xlLW1lZXQtbmV3LWlwLWFkZHJlc3MtcmFuZ2VzLW5vbi13b3Jrc3BhY2XSAQA?oc=5,"{'href': 'https://chromeunboxed.com', 'title': 'Chrome Unboxed'}",2021-02-11
Google bans ads for locksmiths in Belgian search results - The Brussels Times,Google bans ads for locksmiths in Belgian search results  The Brussels Times,"Fri, 12 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmJydXNzZWxzdGltZXMuY29tLzE1NDM4Ny9nb29nbGUtYmFucy1hZHMtZm9yLWxvY2tzbWl0aHMtaW4tYmVsZ2lhbi1zZWFyY2gtcmVzdWx0c9IBAA?oc=5,"{'href': 'https://www.brusselstimes.com', 'title': 'The Brussels Times'}",2021-02-11
6 things we'd love to see in the Google Pixel 6 - Android Central,6 things we'd love to see in the Google Pixel 6  Android Central,"Fri, 12 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LmFuZHJvaWRjZW50cmFsLmNvbS82LXRoaW5ncy13ZWQtbG92ZS1zZWUtZ29vZ2xlLXBpeGVsLTbSAQA?oc=5,"{'href': 'https://www.androidcentral.com', 'title': 'Android Central'}",2021-02-11
"Nest Hubs are getting sunrise alarms, family sticky notes, and the Google weather frog wallpaper - Android Police","Nest Hubs are getting sunrise alarms, family sticky notes, and the Google weather frog wallpaper  Android Police","Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiiAFodHRwczovL3d3dy5hbmRyb2lkcG9saWNlLmNvbS8yMDIxLzAyLzExL25lc3QtaHVicy1hcmUtZ2V0dGluZy1zdW5yaXNlLWFsYXJtcy1mYW1pbHktc3RpY2t5LW5vdGVzLWFuZC10aGUtZ29vZ2xlLXdlYXRoZXItZnJvZy13YWxscGFwZXIv0gEA?oc=5,"{'href': 'https://www.androidpolice.com', 'title': 'Android Police'}",2021-02-11
How to access the hidden Chromecast remote control in the YouTube app [VIDEO] - Chrome Unboxed,How to access the hidden Chromecast remote control in the YouTube app [VIDEO]  Chrome Unboxed,"Thu, 11 Feb 2021 08:00:00 GMT",https://news.google.com/rss/articles/CBMiR2h0dHBzOi8vY2hyb21ldW5ib3hlZC5jb20veW91dHViZS1jaHJvbWVjYXN0LXJlbW90ZS1oaWRkZW4tdWktZ29vZ2xlLXR20gEA?oc=5,"{'href': 'https://chromeunboxed.com', 'title': 'Chrome Unboxed'}",2021-02-11
