title,description,published date,url,publisher
"Apple Stock Downgraded On Slowing iPhone Sales, Lack Of Catalysts - Investor's Business Daily","Apple Stock Downgraded On Slowing iPhone Sales, Lack Of Catalysts  Investor's Business Daily","Wed, 04 Oct 2023 20:10:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmludmVzdG9ycy5jb20vbmV3cy90ZWNobm9sb2d5L2FwcGxlLXN0b2NrLWRvd25ncmFkZWQtb24tc2xvd2luZy1pcGhvbmUtc2FsZXMtbGFjay1vZi1jYXRhbHlzdHMv0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.investors.com', 'title': ""Investor's Business Daily""}"
Google Takes Aim at Apple with High-End Pixel Phone - Investopedia,Google Takes Aim at Apple with High-End Pixel Phone  Investopedia,"Wed, 04 Oct 2023 19:27:54 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LmludmVzdG9wZWRpYS5jb20vZ29vZ2xlLXRha2VzLWFpbS1hdC1hcHBsZS13aXRoLWhpZ2gtZW5kLXBpeGVsLXBob25lLTgzNDc1ODPSAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.investopedia.com', 'title': 'Investopedia'}"
Apple Looks to Increase Ocean Shipping to Reduce Carbon ... - gCaptain,Apple Looks to Increase Ocean Shipping to Reduce Carbon ...  gCaptain,"Wed, 04 Oct 2023 19:26:04 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vZ2NhcHRhaW4uY29tL2FwcGxlLWxvb2tzLXRvLWluY3JlYXNlLW9jZWFuLXNoaXBwaW5nLXRvLXJlZHVjZS1jYXJib24tZW1pc3Npb25zL9IBAA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://gcaptain.com', 'title': 'gCaptain'}"
Brothers involved in fake iPhone swapping at Apple Stores were ... - The Verge,Brothers involved in fake iPhone swapping at Apple Stores were ...  The Verge,"Wed, 04 Oct 2023 19:19:42 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIzLzEwLzQvMjM5MDMyMDIvY291bnRlcmZlaXQtaXBob25lLWlwYWQtdHJhZmZpY2tlcnMtc2FuLWRpZWdvLXNlbnRlbmNlZC1wcmlzb27SAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.theverge.com', 'title': 'The Verge'}"
"Apple, Amazon Discussed Acquiring College Football Playoff Rights - Front Office Sports","Apple, Amazon Discussed Acquiring College Football Playoff Rights  Front Office Sports","Wed, 04 Oct 2023 19:11:36 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vZnJvbnRvZmZpY2VzcG9ydHMuY29tL2FwcGxlLWFtYXpvbi1oYXZlLWRpc2N1c3NlZC1hY3F1aXJpbmctY29sbGVnZS1mb290YmFsbC1wbGF5b2ZmLXJpZ2h0cy_SAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://frontofficesports.com', 'title': 'Front Office Sports'}"
Apple may purge hundreds of thousands of apps from App Store in ... - Forbes,Apple may purge hundreds of thousands of apps from App Store in ...  Forbes,"Wed, 04 Oct 2023 19:02:50 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2pvaG5rb2V0c2llci8yMDIzLzEwLzA0L3doeS1odW5kcmVkcy1vZi10aG91c2FuZHMtb2YtYXBwcy1tYXktYmUtcHVyZ2VkLWZyb20tdGhlLWlvcy1hcHAtc3RvcmUtaW4tY2hpbmEv0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.forbes.com', 'title': 'Forbes'}"
Apple CEO Tim Cook Sells Shares Valued at About $88 Million - Investopedia,Apple CEO Tim Cook Sells Shares Valued at About $88 Million  Investopedia,"Wed, 04 Oct 2023 18:58:27 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmludmVzdG9wZWRpYS5jb20vYXBwbGUtY2VvLXRpbS1jb29rLXNlbGxzLXNoYXJlcy12YWx1ZWQtYXQtYWJvdXQtdXNkODgtbWlsbGlvbi04MzQ3NDQz0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.investopedia.com', 'title': 'Investopedia'}"
Apple emergency update fixes new zero-day used to hack iPhones - BleepingComputer,Apple emergency update fixes new zero-day used to hack iPhones  BleepingComputer,"Wed, 04 Oct 2023 18:19:21 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMia2h0dHBzOi8vd3d3LmJsZWVwaW5nY29tcHV0ZXIuY29tL25ld3MvYXBwbGUvYXBwbGUtZW1lcmdlbmN5LXVwZGF0ZS1maXhlcy1uZXctemVyby1kYXktdXNlZC10by1oYWNrLWlwaG9uZXMv0gFvaHR0cHM6Ly93d3cuYmxlZXBpbmdjb21wdXRlci5jb20vbmV3cy9hcHBsZS9hcHBsZS1lbWVyZ2VuY3ktdXBkYXRlLWZpeGVzLW5ldy16ZXJvLWRheS11c2VkLXRvLWhhY2staXBob25lcy9hbXAv?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.bleepingcomputer.com', 'title': 'BleepingComputer'}"
Science of Weather: Apple cider from Blake's Farm - CBS News,Science of Weather: Apple cider from Blake's Farm  CBS News,"Wed, 04 Oct 2023 18:17:26 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LmNic25ld3MuY29tL2RldHJvaXQvbmV3cy9zY2llbmNlLW9mLXdlYXRoZXItYXBwbGUtY2lkZXItZnJvbS1ibGFrZXMtZmFybS_SAVlodHRwczovL3d3dy5jYnNuZXdzLmNvbS9hbXAvZGV0cm9pdC9uZXdzL3NjaWVuY2Utb2Ytd2VhdGhlci1hcHBsZS1jaWRlci1mcm9tLWJsYWtlcy1mYXJtLw?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.cbsnews.com', 'title': 'CBS News'}"
Apple Mac Studio (M2 Ultra) review: Pro Performance in a compact ... - TechRadar,Apple Mac Studio (M2 Ultra) review: Pro Performance in a compact ...  TechRadar,"Wed, 04 Oct 2023 18:11:01 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vd3d3LnRlY2hyYWRhci5jb20vcmV2aWV3cy9hcHBsZS1tYWMtc3R1ZGlvLW0yLXVsdHJh0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.techradar.com', 'title': 'TechRadar'}"
Burna Boy named most-streamed Nigerian artist of all-time on Apple ... - Music Business Worldwide,Burna Boy named most-streamed Nigerian artist of all-time on Apple ...  Music Business Worldwide,"Wed, 04 Oct 2023 18:06:02 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3Lm11c2ljYnVzaW5lc3N3b3JsZHdpZGUuY29tL2J1cm5hLWJveS1hcHBsZS1tdXNpYy1yZW1hLXdpei1raWQtZGF2aWRvLWFzYWtlL9IBAA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.musicbusinessworldwide.com', 'title': 'Music Business Worldwide'}"
Apple Watch’s new double tap gesture is now live in the watchOS 10.1 public beta - TechCrunch,Apple Watch’s new double tap gesture is now live in the watchOS 10.1 public beta  TechCrunch,"Wed, 04 Oct 2023 18:03:09 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMicmh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8xMC8wNC9hcHBsZS13YXRjaHMtbmV3LWRvdWJsZS10YXAtZ2VzdHVyZS1pcy1ub3ctbGl2ZS1pbi10aGUtd2F0Y2hvcy0xMC0xLXB1YmxpYy1iZXRhL9IBdmh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAyMy8xMC8wNC9hcHBsZS13YXRjaHMtbmV3LWRvdWJsZS10YXAtZ2VzdHVyZS1pcy1ub3ctbGl2ZS1pbi10aGUtd2F0Y2hvcy0xMC0xLXB1YmxpYy1iZXRhL2FtcC8?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://techcrunch.com', 'title': 'TechCrunch'}"
Best Apple AirPods deals: Up to 23% off with early Prime Day sales - Mashable,Best Apple AirPods deals: Up to 23% off with early Prime Day sales  Mashable,"Wed, 04 Oct 2023 17:20:39 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vbWFzaGFibGUuY29tL2FydGljbGUvZWFybHktcHJpbWUtZGF5LWFwcGxlLWFpcnBvZHMtZGVhbHPSAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://mashable.com', 'title': 'Mashable'}"
Apple releases fix for overheating iPhone 15 bug in iOS 17.0.3 - CNBC,Apple releases fix for overheating iPhone 15 bug in iOS 17.0.3  CNBC,"Wed, 04 Oct 2023 17:18:34 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjMvMTAvMDQvYXBwbGUtaXBob25lLTE1LW92ZXJoZWF0aW5nLWZpeC1yZWxlYXNlZC1pbi1pb3MtdXBkYXRlLmh0bWzSAV9odHRwczovL3d3dy5jbmJjLmNvbS9hbXAvMjAyMy8xMC8wNC9hcHBsZS1pcGhvbmUtMTUtb3ZlcmhlYXRpbmctZml4LXJlbGVhc2VkLWluLWlvcy11cGRhdGUuaHRtbA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}"
Apple Sales Workers Get Final Nod on $500K Wage Settlement - Bloomberg Law,Apple Sales Workers Get Final Nod on $500K Wage Settlement  Bloomberg Law,"Wed, 04 Oct 2023 17:06:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vbmV3cy5ibG9vbWJlcmdsYXcuY29tL2xpdGlnYXRpb24vYXBwbGUtc2FsZXMtd29ya2Vycy1nZXQtZmluYWwtbm9kLW9uLTUwMGstd2FnZS1zZXR0bGVtZW500gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://news.bloomberglaw.com', 'title': 'Bloomberg Law'}"
Apple Watch Ultra 2 Review - PCMag,Apple Watch Ultra 2 Review  PCMag,"Wed, 04 Oct 2023 17:05:44 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3LnBjbWFnLmNvbS9yZXZpZXdzL2FwcGxlLXdhdGNoLXVsdHJhLTLSAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.pcmag.com', 'title': 'PCMag'}"
Apple Seeds Second Public Beta of macOS Sonoma 14.1 - MacRumors,Apple Seeds Second Public Beta of macOS Sonoma 14.1  MacRumors,"Wed, 04 Oct 2023 17:01:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3Lm1hY3J1bW9ycy5jb20vMjAyMy8xMC8wNC9hcHBsZS1zZWVkcy1tYWNvcy1zb25vbWEtMTQtMS1wdWJsaWMtYmV0YS0yL9IBAA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.macrumors.com', 'title': 'MacRumors'}"
Amazon has $50 off deal on Apple AirPods Pro - MLive.com,Amazon has $50 off deal on Apple AirPods Pro  MLive.com,"Wed, 04 Oct 2023 16:59:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3Lm1saXZlLmNvbS9zaG9wcGluZy8yMDIzLzEwL2FtYXpvbi1oYXMtNTAtb2ZmLWRlYWwtb24tYXBwbGUtYWlycG9kcy1wcm8uaHRtbNIBZmh0dHBzOi8vd3d3Lm1saXZlLmNvbS9zaG9wcGluZy8yMDIzLzEwL2FtYXpvbi1oYXMtNTAtb2ZmLWRlYWwtb24tYXBwbGUtYWlycG9kcy1wcm8uaHRtbD9vdXRwdXRUeXBlPWFtcA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.mlive.com', 'title': 'MLive.com'}"
Superfresh Growers projects strong Autumn Glory apple season - Produce Blue Book,Superfresh Growers projects strong Autumn Glory apple season  Produce Blue Book,"Wed, 04 Oct 2023 16:53:43 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnByb2R1Y2VibHVlYm9vay5jb20vMjAyMy8xMC8wNC9zdXBlcmZyZXNoLWdyb3dlcnMtcHJvamVjdHMtc3Ryb25nLWF1dHVtbi1nbG9yeS1hcHBsZS1zZWFzb24v0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.producebluebook.com', 'title': 'Produce Blue Book'}"
How to Make TikTok's Viral Caramel Apple Board - The Pioneer Woman,How to Make TikTok's Viral Caramel Apple Board  The Pioneer Woman,"Wed, 04 Oct 2023 16:48:02 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LnRoZXBpb25lZXJ3b21hbi5jb20vbmV3cy1lbnRlcnRhaW5tZW50L2E0NTQ0NDAxNy90aWt0b2stY2FyYW1lbC1hcHBsZS1ib2FyZC_SAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.thepioneerwoman.com', 'title': 'The Pioneer Woman'}"
"Park students applaud the apple, collab on applesauce - Warwick Valley Central School District","Park students applaud the apple, collab on applesauce  Warwick Valley Central School District","Wed, 04 Oct 2023 16:37:40 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd2Fyd2lja3ZhbGxleXNjaG9vbHMuY29tL3Bhcmstc3R1ZGVudHMtYXBwbGF1ZC10aGUtYXBwbGUtY29sbGFiLW9uLWFwcGxlc2F1Y2Uv0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://warwickvalleyschools.com', 'title': 'Warwick Valley Central School District'}"
"As some carmakers run from Apple CarPlay, Porsche embraces it - Ars Technica","As some carmakers run from Apple CarPlay, Porsche embraces it  Ars Technica","Wed, 04 Oct 2023 16:23:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2NhcnMvMjAyMy8xMC9hcy1zb21lLWNhcm1ha2Vycy1ydW4tZnJvbS1hcHBsZS1jYXJwbGF5LXBvcnNjaGUtZW1icmFjZXMtaXQv0gFmaHR0cHM6Ly9hcnN0ZWNobmljYS5jb20vY2Fycy8yMDIzLzEwL2FzLXNvbWUtY2FybWFrZXJzLXJ1bi1mcm9tLWFwcGxlLWNhcnBsYXktcG9yc2NoZS1lbWJyYWNlcy1pdC9hbXAv?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://arstechnica.com', 'title': 'Ars Technica'}"
Apple Watch 8 just got a huge new price cut. It's our early Amazon ... - CBS Sports,Apple Watch 8 just got a huge new price cut. It's our early Amazon ...  CBS Sports,"Wed, 04 Oct 2023 16:21:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmNic3Nwb3J0cy5jb20vZXNzZW50aWFscy9uZXdzL2FtYXpvbi1wcmltZS1iaWctZGVhbHMtZGF5cy1hcHBsZS13YXRjaC04LXNhbGUv0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.cbssports.com', 'title': 'CBS Sports'}"
Brown Butter Almond-Apple Cake - Cup of Jo,Brown Butter Almond-Apple Cake  Cup of Jo,"Wed, 04 Oct 2023 16:15:57 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vY3Vwb2Zqby5jb20vMjAyMy8xMC8wNC9hcHBsZS1jYWtlLWdsdXRlbi1mcmVlLXJlY2lwZS_SAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://cupofjo.com', 'title': 'Cup of Jo'}"
"Best Apple iPad Prime Day deals: Save on iPad Air, iPad, iPad Pro ... - Mashable","Best Apple iPad Prime Day deals: Save on iPad Air, iPad, iPad Pro ...  Mashable","Wed, 04 Oct 2023 16:03:01 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vbWFzaGFibGUuY29tL2FydGljbGUvZWFybHktcHJpbWUtZGF5LWFwcGxlLWlwYWQtZGVhbHPSAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://mashable.com', 'title': 'Mashable'}"
Apple's Old Beats Solo3 Headphones Available in Gold and Silver ... - MacRumors,Apple's Old Beats Solo3 Headphones Available in Gold and Silver ...  MacRumors,"Wed, 04 Oct 2023 15:52:45 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3Lm1hY3J1bW9ycy5jb20vMjAyMy8xMC8wNC9iZWF0cy1zb2xvMy1ub3ctYXZhaWxhYmxlLWluLWdvbGQtYW5kLXNpbHZlci_SAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.macrumors.com', 'title': 'MacRumors'}"
"Tech Matters: Meta, Apple and the spatial computing split - Standard-Examiner","Tech Matters: Meta, Apple and the spatial computing split  Standard-Examiner","Wed, 04 Oct 2023 15:27:11 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LnN0YW5kYXJkLm5ldC9saWZlc3R5bGUvaG9tZV9hbmRfZmFtaWx5LzIwMjMvb2N0LzA0L3RlY2gtbWF0dGVycy1tZXRhLWFwcGxlLWFuZC10aGUtc3BhdGlhbC1jb21wdXRpbmctc3BsaXQv0gEA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.standard.net', 'title': 'Standard-Examiner'}"
"Netflix Tumbles In New Streaming Service Ranking, Now Behind ... - Screen Rant","Netflix Tumbles In New Streaming Service Ranking, Now Behind ...  Screen Rant","Wed, 04 Oct 2023 15:22:00 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vc2NyZWVucmFudC5jb20vc3RyZWFtaW5nLXNlcnZpY2UtcmFua2luZ3MtMjAyMy1uZXRmbGl4LWZhbGwtc2F0aXNmYWN0aW9uLXJlcG9ydC_SAQA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://screenrant.com', 'title': 'Screen Rant'}"
designated an Apple Distinguished School | University of Nevada ... - unr.edu,designated an Apple Distinguished School | University of Nevada ...  unr.edu,"Wed, 04 Oct 2023 15:17:05 GMT",https://consent.google.com/m?continue=https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LnVuci5lZHUvbmV2YWRhLXRvZGF5L25ld3MvMjAyMy9hcHBsZS1kaXN0aW5ndWlzaGVkLXNjaG9vbNIBAA?oc%3D5&gl=DE&m=0&pc=n&cm=2&hl=en-US&src=1,"{'href': 'https://www.unr.edu', 'title': 'unr.edu'}"
